,Unnamed: 0,conversation_id,utterance_id,speaker,text,saliency,rich_text,Extracted text
170,170,742564160001,29,agent,"Alright, okay? So uh do you want to have a new number with that, SIM card?",1,"Alright , okay ? So uh want new number , SIM card ?",Alright okay So uh do you want to have a new number with that SIM card
171,171,742564160001,30,customer,What I was trying to do now I have a SIM card through telling and they're telling me that the device is locked because of.,1,What I trying I SIM card telling 're telling device locked .,What I was trying to do now I have a SIM card through telling and theyre telling me that the device is locked because of
172,172,742564160001,31,customer,That part way through the activation process.,1,That part way activation process .,That part way through the activation process
173,173,742564160001,32,agent,"Oh, mhm okay, we are going to uh try and activating that {voice.creditcard.digitsTranscribed:###} again? So please stay on the line with me, okay?",1,"Oh , mhm okay , going uh try activating { voice.creditcard.digitsTranscribed : # # # } ? So please stay line , okay ?",Oh mhm okay we are going to uh try and activating that voicecreditcarddigitsTranscribed again So please stay on the line with me okay
174,174,742564160001,33,agent,Mm.,0,Mm .,Mm
175,175,742564160001,34,customer,"Right, but by activating it, like does that mean I have to go through Raven",1,"Right , activating , like mean I go Raven",Right but by activating it like does that mean I have to go through Raven
176,176,742564160001,35,agent,Um.,0,Um .,Um
177,177,742564160001,36,agent,"Okay, so that same C, where did you get the same card?",1,"Okay , C , get card ?",Okay so that same C where did you get the same card
178,178,742564160001,37,customer,"So I ordered the phone online and you guys sent me the phone. Plus, the SIM card?",1,"So I ordered phone online guys sent phone . Plus , SIM card ?",So I ordered the phone online and you guys sent me the phone Plus the SIM card
179,179,742564160001,38,agent,mhm okay. So that's the SIM card from our Raven,1,mhm okay . So 's SIM card Raven,mhm okay So thats the SIM card from our Raven
180,180,742564160001,39,agent,Oh.,0,Oh .,Oh
181,181,742564160001,40,customer,"Right, so then when I then it had problems then I called Raven",1,"Right , I problems I called Raven",Right so then when I then it had problems then I called Raven
182,182,742564160001,41,agent,mhm.,0,mhm .,mhm
183,183,742564160001,42,customer,"The gentleman that was helping me was telling me I only could replace the phone line, not at it. Not phone, and then I told them that's not what I wanted to do so, then.",1,"The gentleman helping telling I could replace phone line , not . Not phone , I told 's not I wanted , .",The gentleman that was helping me was telling me I only could replace the phone line not at it Not phone and then I told them thats not what I wanted to do so then
184,184,742564160001,43,customer,I ordered a SIM card through the the um phone company tello? And then when I tried to activate that it's telling me that the phone is locked.,1,I ordered SIM card um phone company tello ? And I tried activate 's telling phone locked .,I ordered a SIM card through the the um phone company tello And then when I tried to activate that its telling me that the phone is locked
185,185,742564160001,44,agent,"Oh, yeah, so when did you bought the phone from your Raven",1,"Oh , yeah , bought phone Raven",Oh yeah so when did you bought the phone from your Raven
186,186,742564160001,45,customer,Um like I'd say within {voice.creditcard.digitsTranscribed:###} weeks ago.,1,Um like I 'd say within { voice.creditcard.digitsTranscribed : # # # } weeks ago .,Um like Id say within voicecreditcarddigitsTranscribed weeks ago
187,187,742564160001,46,agent,"Okay, let uh let me just go ahead and look for an available options with that, okay? So please stay on the line. Thank you.",1,"Okay , let uh let go ahead look available options , okay ? So please stay line . Thank .",Okay let uh let me just go ahead and look for an available options with that okay So please stay on the line Thank you
188,188,742564160001,47,customer,"Alright, thank you.",0,"Alright , thank .",Alright thank you
189,189,742564160001,48,customer,Yes.,0,Yes .,Yes
190,190,742564160001,49,agent,"Hello? Sir? Hello, {first_name:*****}, okay? So alright? Okay, so here's what we are going to do for you to use again your phone, okay? Because usually, it takes a year uh for you to use that device to another provider. Um so I'm going to send you another SIM card?",1,"Hello ? Sir ? Hello , { first_name : * * * * * } , okay ? So alright ? Okay , 's going use phone , okay ? Because usually , takes year uh use device another provider . Um I 'm going send another SIM card ?",Hello Sir Hello firstname okay So alright Okay so heres what we are going to do for you to use again your phone okay Because usually it takes a year uh for you to use that device to another provider Um so Im going to send you another SIM card
191,191,742564160001,50,agent,And that is the only that is the thing where that you are going to activate with the device. Okay.,1,And thing going activate device . Okay .,And that is the only that is the thing where that you are going to activate with the device Okay
192,192,742564160001,51,customer,No.,0,No .,No
193,193,742564160001,52,customer,I don't want this.,0,I n't want .,I dont want this
194,194,742564160001,53,agent,Um I'm so sorry for this {voice.creditcard.digitsTranscribed:###} because you cannot use a different.,1,Um I 'm sorry { voice.creditcard.digitsTranscribed : # # # } not use different .,Um Im so sorry for this voicecreditcarddigitsTranscribed because you cannot use a different
195,195,742564160001,54,customer,I never even.,0,I never even .,I never even
196,196,742564160001,55,agent,"Okay, because you bought the phone from your Raven right?",1,"Okay , bought phone Raven right ?",Okay because you bought the phone from your Raven right
197,197,742564160001,56,customer,"Yes, ma'am.",0,"Yes , ma'am .",Yes maam
198,198,742564160001,57,agent,"Oh, yes. Okay, so it was just for uh like {voice.creditcard.digitsTranscribed:###} weeks ago.",1,"Oh , yes . Okay , uh like { voice.creditcard.digitsTranscribed : # # # } weeks ago .",Oh yes Okay so it was just for uh like voicecreditcarddigitsTranscribed weeks ago
199,199,742564160001,58,agent,"So it in that case, the only SIM card that you can use is from Raven. Also, if you're going to insert a different SIM card?",1,"So case , SIM card use Raven . Also , 're going insert different SIM card ?",So it in that case the only SIM card that you can use is from Raven Also if youre going to insert a different SIM card
200,200,742564160001,59,agent,You are going to experience the same thing you experienced today?,1,You going experience thing experienced today ?,You are going to experience the same thing you experienced today
201,201,742564160001,60,agent,It will show you that the phone is locked.,1,It show phone locked .,It will show you that the phone is locked
202,202,742564160001,61,customer,"Right, so.",0,"Right , .",Right so
203,203,742564160001,62,agent,Okay. Okay.,0,Okay . Okay .,Okay Okay
204,204,742564160001,63,customer,What?,0,What ?,What
205,205,742564160001,64,customer,last phone call. I had were the gentleman told me I couldn't even set up a new phone number.,1,last phone call . I gentleman told I could n't even set new phone number .,last phone call I had were the gentleman told me I couldnt even set up a new phone number
206,206,742564160001,65,agent,"Uh okay, sir. We C, you can set up a new phone number using the SIM card from raven uh from Raven",1,"Uh okay , sir . We C , set new phone number using SIM card raven uh Raven",Uh okay sir We C you can set up a new phone number using the SIM card from raven uh from Raven
207,207,742564160001,66,customer,Okay.,0,Okay .,Okay
208,208,742564160001,67,agent,"We can set you, we can give you a different phone number, but the same card must from Raven",1,"We set , give different phone number , card must Raven",We can set you we can give you a different phone number but the same card must from Raven
209,209,742564160001,68,customer,"Right, so.",0,"Right , .",Right so
210,210,742564160001,69,agent,"Okay, so I am going to um order another SIM card for you, and please wait. This for this to arrive and then call us back and we are going to assist you in activating that same card with a new phone number.",1,"Okay , I going um order another SIM card , please wait . This arrive call us back going assist activating card new phone number .",Okay so I am going to um order another SIM card for you and please wait This for this to arrive and then call us back and we are going to assist you in activating that same card with a new phone number
211,211,742564160001,70,customer,So you guys sent me. {voice.creditcard.digitsTranscribed:###} SIM cards with {voice.creditcard.digitsTranscribed:###} of them not work or does it have to be a brand new {voice.creditcard.digitsTranscribed:###}.,1,So guys sent . { voice.creditcard.digitsTranscribed : # # # } SIM cards { voice.creditcard.digitsTranscribed : # # # } not work brand new { voice.creditcard.digitsTranscribed : # # # } .,So you guys sent me voicecreditcarddigitsTranscribed SIM cards with voicecreditcarddigitsTranscribed of them not work or does it have to be a brand new voicecreditcarddigitsTranscribed
212,212,742564160001,71,customer,Like it keeps.,0,Like keeps .,Like it keeps
213,213,742564160001,72,agent,"Okay, so how many SIM how manys did you receive?",1,"Okay , many SIM manys receive ?",Okay so how many SIM how manys did you receive
214,214,742564160001,73,customer,{voice.creditcard.digitsTranscribed:###} of them came in the box. {voice.creditcard.digitsTranscribed:###} brand.,1,{ voice.creditcard.digitsTranscribed : # # # } came box . { voice.creditcard.digitsTranscribed : # # # } brand .,voicecreditcarddigitsTranscribed of them came in the box voicecreditcarddigitsTranscribed brand
215,215,742564160001,74,customer,Right.,0,Right .,Right
216,216,742564160001,75,agent,"Okay. {voice.creditcard.digitsTranscribed:###} so uh did you already use the first {voice.creditcard.digitsTranscribed:###}, okay. The {voice.creditcard.digitsTranscribed:#}nd {voice.creditcard.digitsTranscribed:###} is uh still intact?",1,"Okay . { voice.creditcard.digitsTranscribed : # # # } uh already use first { voice.creditcard.digitsTranscribed : # # # } , okay . The { voice.creditcard.digitsTranscribed : # } nd { voice.creditcard.digitsTranscribed : # # # } uh still intact ?",Okay voicecreditcarddigitsTranscribed so uh did you already use the first voicecreditcarddigitsTranscribed okay The voicecreditcarddigitsTranscribednd voicecreditcarddigitsTranscribed is uh still intact
217,217,742564160001,76,customer,"Yeah, it hasn't even been opened.",1,"Yeah , n't even opened .",Yeah it hasnt even been opened
218,218,742564160001,77,agent,"Okay, so we are going to uh try activating the {voice.creditcard.digitsTranscribed:###}. The other SIM card? Okay.",1,"Okay , going uh try activating { voice.creditcard.digitsTranscribed : # # # } . The SIM card ? Okay .",Okay so we are going to uh try activating the voicecreditcarddigitsTranscribed The other SIM card Okay
219,219,742564160001,78,customer,"Right, you want me to click grab.",1,"Right , want click grab .",Right you want me to click grab
220,220,742564160001,79,agent,"Uh okay. Yes, please. So can you insert the new SIM card on your device. So are you calling in from the device that we are going to activate.",1,"Uh okay . Yes , please . So insert new SIM card device . So calling device going activate .",Uh okay Yes please So can you insert the new SIM card on your device So are you calling in from the device that we are going to activate
221,221,742564160001,80,agent,"Okay, perfect.",0,"Okay , perfect .",Okay perfect
222,222,742564160001,81,customer,"No, I'm on a different phone. So we everything's on the other phone?",1,"No , I 'm different phone . So everything 's phone ?",No Im on a different phone So we everythings on the other phone
223,223,742564160001,82,agent,"Okay. Okay, that's perfect. So can you insert the new SIM card on your device?",1,"Okay . Okay , 's perfect . So insert new SIM card device ?",Okay Okay thats perfect So can you insert the new SIM card on your device
224,224,742564160001,83,customer,"Yeah, I'm grabbing it right now.",1,"Yeah , I 'm grabbing right .",Yeah Im grabbing it right now
225,225,742564160001,84,agent,Okay. Just take your time.,0,Okay . Just take time .,Okay Just take your time
226,226,742564160001,85,customer,Thank you.,0,Thank .,Thank you
227,227,742564160001,86,customer,"Okay, I'm opening the cash.",1,"Okay , I 'm opening cash .",Okay Im opening the cash
228,228,742564160001,87,customer,Alright.,0,Alright .,Alright
229,229,742564160001,88,customer,"Okay, do I just need to turn the phone on once I got the card in there.",1,"Okay , I need turn phone I got card .",Okay do I just need to turn the phone on once I got the card in there
230,230,742564160001,89,customer,"Hello, ma'am?",0,"Hello , ma'am ?",Hello maam
231,231,742564160001,90,agent,"Hello, I'm just currently opening my tools, okay?",1,"Hello , I 'm currently opening tools , okay ?",Hello Im just currently opening my tools okay
232,232,742564160001,91,customer,"Yep. Do I turn the phone on, though, after I've um put the Raven.",1,"Yep . Do I turn phone , though , I 've um put Raven .",Yep Do I turn the phone on though after Ive um put the Raven
233,233,742564160001,92,customer,Okay.,0,Okay .,Okay
234,234,742564160001,93,agent,"Uh uh yes, please turn on the phone.",1,"Uh uh yes , please turn phone .",Uh uh yes please turn on the phone
235,235,742564160001,94,customer,"Alright. Do I need to download the Raven app on this, or?",1,"Alright . Do I need download Raven app , ?",Alright Do I need to download the Raven app on this or
236,236,742564160001,95,agent,"Okay, hold on.",0,"Okay , hold .",Okay hold on
237,237,742564160001,96,agent,"Okay, hold on, {first_name:*****}, okay?",0,"Okay , hold , { first_name : * * * * * } , okay ?",Okay hold on firstname okay
238,238,742564160001,97,customer,Sure.,0,Sure .,Sure
239,239,742564160001,98,customer,I.,0,I .,I
240,240,742564160001,99,customer,Freaking story.,0,Freaking story .,Freaking story
241,241,742564160001,100,customer,"Apparently, you can't unlock the phone. Unless you use the for two years, but this. Are you saying they can give you.",1,"Apparently , ca n't unlock phone . Unless use two years , . Are saying give .",Apparently you cant unlock the phone Unless you use the for two years but this Are you saying they can give you
242,242,742564160001,101,agent,"Okay, hello?",0,"Okay , hello ?",Okay hello
243,243,742564160001,102,customer,"last guy Yes, ma'am.",0,"last guy Yes , ma'am .",last guy Yes maam
244,244,742564160001,103,agent,"Okay, so upon checking here, um we cannot ch give you a new phone number because this number came from uh the Raven. Also, it's uh you. It's you came from for uh from one of our legacy plans.",1,"Okay , upon checking , um not ch give new phone number number came uh Raven . Also , 's uh . It 's came uh one legacy plans .",Okay so upon checking here um we cannot ch give you a new phone number because this number came from uh the Raven Also its uh you Its you came from for uh from one of our legacy plans
245,245,742564160001,104,agent,Uh why do you want to change this number.,1,Uh want change number .,Uh why do you want to change this number
246,246,742564160001,105,customer,"What's W. So I went, so can you unlock the phone, then for me?",1,"What 's W. So I went , unlock phone , ?",Whats W So I went so can you unlock the phone then for me
247,247,742564160001,106,agent,"Oh, no, unfortunately, I cannot unlock the phone, sir, because uh it sh uh it's usually takes a year.",1,"Oh , , unfortunately , I not unlock phone , sir , uh sh uh 's usually takes year .",Oh no unfortunately I cannot unlock the phone sir because uh it sh uh its usually takes a year
248,248,742564160001,107,customer,"Right, but if I purchased a new phone.",1,"Right , I purchased new phone .",Right but if I purchased a new phone
249,249,742564160001,108,customer,Why can't I get a new number. I went to add a line.,1,Why ca n't I get new number . I went add line .,Why cant I get a new number I went to add a line
250,250,742564160001,109,agent,"Okay, so um when you bought the new phone. Um is there an option for you to keep your number or to choose a new number from us, because it should uh if there is an option you should choose to um you should choose to have an.",1,"Okay , um bought new phone . Um option keep number choose new number us , uh option choose um choose .",Okay so um when you bought the new phone Um is there an option for you to keep your number or to choose a new number from us because it should uh if there is an option you should choose to um you should choose to have an
251,251,742564160001,110,agent,A number when Y.,1,A number Y .,A number when Y
252,252,742564160001,111,customer,That's what shows.,0,That 's shows .,Thats what shows
253,253,742564160001,112,agent,"Okay, uh but on the day you purchased the phone. It was not discussed to you.",1,"Okay , uh day purchased phone . It not discussed .",Okay uh but on the day you purchased the phone It was not discussed to you
254,254,742564160001,113,customer,"No, I I went on the website went to add a line, said I wanted a new number, an additional new number.",1,"No , I I went website went add line , said I wanted new number , additional new number .",No I I went on the website went to add a line said I wanted a new number an additional new number
255,255,742564160001,114,customer,It let me order the phone. It let me pick my plan. It came.,1,It let order phone . It let pick plan . It came .,It let me order the phone It let me pick my plan It came
256,256,742564160001,115,agent,Mm.,0,Mm .,Mm
257,257,742564160001,116,customer,And so now I have this phone that either. I have to take this old number and take my daughter's phone away from their.,1,And I phone either . I take old number take daughter 's phone away .,And so now I have this phone that either I have to take this old number and take my daughters phone away from their
258,258,742564160001,117,customer,Or I have a phone that I can't use. Cause you guys won't unlock it.,1,Or I phone I ca n't use . Cause guys wo n't unlock .,Or I have a phone that I cant use Cause you guys wont unlock it
259,259,742564160001,118,agent,"Yes, it is locked because you inserted a SIM card from other carrier.",1,"Yes , locked inserted SIM card carrier .",Yes it is locked because you inserted a SIM card from other carrier
260,260,742564160001,119,agent,"Okay, so you can you try.",0,"Okay , try .",Okay so you can you try
261,261,742564160001,120,customer,"Right, so what what what do I do here? What do I return all of this and get a full refund, then.",1,"Right , I ? What I return get full refund , .",Right so what what what do I do here What do I return all of this and get a full refund then
262,262,742564160001,121,agent,"Okay, so you are you are going to return the phone.",1,"Okay , going return phone .",Okay so you are you are going to return the phone
263,263,742564160001,122,customer,"Well, if I can't get a number. No.",1,"Well , I ca n't get number . No .",Well if I cant get a number No
264,264,742564160001,123,agent,"Um unfortunately, we can't give you a new number because it's also from Raven uh from Bunny. I'm sorry.",1,"Um unfortunately , ca n't give new number 's also Raven uh Bunny . I 'm sorry .",Um unfortunately we cant give you a new number because its also from Raven uh from Bunny Im sorry
265,265,742564160001,124,customer,So I ordered from Bunny and you can't give me a number because it's from your Raven,1,So I ordered Bunny ca n't give number 's Raven,So I ordered from Bunny and you cant give me a number because its from your Raven
266,266,742564160001,125,agent,"Yes, this I yes, uh because the number is already um saved with?",1,"Yes , I yes , uh number already um saved ?",Yes this I yes uh because the number is already um saved with
267,267,742564160001,126,agent,Under your account.,1,Under account .,Under your account
268,268,742564160001,127,customer,So you can't take this sooner. I can't open a completely new account with a different.,1,So ca n't take sooner . I ca n't open completely new account different .,So you cant take this sooner I cant open a completely new account with a different
269,269,742564160001,128,agent,"Okay, can you, sir, can you insert back. Um.",1,"Okay , , sir , insert back . Um .",Okay can you sir can you insert back Um
270,270,742564160001,129,agent,A Raven SIM card?,1,A Raven SIM card ?,A Raven SIM card
271,271,742564160001,130,customer,Did.,1,Did .,Did
272,272,742564160001,131,agent,"Okay, so. Okay, the phone number here that I have on our system that uh could be saved under your name is {voice.creditcard.digitsTranscribed:##########}.",1,"Okay , . Okay , phone number I system uh could saved name { voice.creditcard.digitsTranscribed : # # # # # # # # # # } .",Okay so Okay the phone number here that I have on our system that uh could be saved under your name is voicecreditcarddigitsTranscribed
273,273,742564160001,132,customer,Which is my daughter's phone number on my other account?,1,Which daughter 's phone number account ?,Which is my daughters phone number on my other account
274,274,742564160001,133,agent,"Okay, so this is okay, this is the phone number that can be saved.",1,"Okay , okay , phone number saved .",Okay so this is okay this is the phone number that can be saved
275,275,742564160001,134,agent,With that phone.,1,With phone .,With that phone
276,276,742564160001,135,agent,"Okay, hold on.",0,"Okay , hold .",Okay hold on
277,277,742564160001,136,customer,"Okay, how do I return all of this for a full refund, please?",1,"Okay , I return full refund , please ?",Okay how do I return all of this for a full refund please
278,278,742564160001,137,agent,"Okay, I'm going to work on it, okay?",0,"Okay , I 'm going work , okay ?",Okay Im going to work on it okay
279,279,742564160001,138,customer,"Alright, thank you.",0,"Alright , thank .",Alright thank you
280,280,742564160001,139,agent,You're welcome. Please stay on the line.,0,You 're welcome . Please stay line .,Youre welcome Please stay on the line
281,281,742564160001,140,customer,"No, no.",0,"No , .",No no
282,282,742564160001,141,customer,mhm.,0,mhm .,mhm
283,283,742564160001,142,customer,Already did.,0,Already .,Already did
284,284,742564160001,143,customer,Yeah.,0,Yeah .,Yeah
285,285,742564160001,144,agent,"Hello, {first_name:*****}",0,"Hello , { first_name : * * * * * }",Hello firstname
286,286,742564160001,145,customer,"Yes, ma'am.",0,"Yes , ma'am .",Yes maam
287,287,742564160001,146,agent,"Okay, so please stay on the line, okay? I'm currently working on it.",0,"Okay , please stay line , okay ? I 'm currently working .",Okay so please stay on the line okay Im currently working on it
288,288,742564160001,147,customer,"Alright, thank you.",0,"Alright , thank .",Alright thank you
289,289,742564160001,148,agent,You're welcome.,0,You 're welcome .,Youre welcome
290,290,742564160001,149,customer,I.,0,I .,I
291,291,742564160001,150,customer,I'm I'm.,0,I 'm I 'm .,Im Im
292,292,742564160001,151,customer,I.,0,I .,I
293,293,742564160001,152,customer,Yeah.,0,Yeah .,Yeah
294,294,742564160001,153,customer,Could you.,0,Could .,Could you
295,295,742564160001,154,customer,What happened?,0,What happened ?,What happened
296,296,742564160001,155,customer,Yes.,0,Yes .,Yes
297,297,742564160001,156,agent,"Okay. Hello? Okay, so I already uh processed the return for the D. The return um you can just uh wait for an email you are going to receive an email with regards to the details, okay?",1,"Okay . Hello ? Okay , I already uh processed return D. The return um uh wait email going receive email regards details , okay ?",Okay Hello Okay so I already uh processed the return for the D The return um you can just uh wait for an email you are going to receive an email with regards to the details okay
298,298,742564160001,157,customer,Did you change my daughter's phone number. The other number?,0,Did change daughter 's phone number . The number ?,Did you change my daughters phone number The other number
299,299,742564160001,158,customer,"Okay, so what do I do from then.",0,"Okay , I .",Okay so what do I do from then
300,300,742564160001,159,agent,"No, no, we haven't do anything under your account, except for the return of the device. Uh okay, so you can just wait for the email, and then.",1,"No , , n't anything account , except return device . Uh okay , wait email , .",No no we havent do anything under your account except for the return of the device Uh okay so you can just wait for the email and then
301,301,742564160001,160,customer,"Okay, alright, thank you.",0,"Okay , alright , thank .",Okay alright thank you
302,302,742564160001,161,customer,"Ma'am, thank you.",0,"Ma'am , thank .",Maam thank you
303,303,742564160001,162,customer,Bye bye.,0,Bye bye .,Bye bye
304,304,742564160001,163,bot,issue auto wrapped up.,0,issue auto wrapped .,issue auto wrapped up
305,305,742565280001,0,agent,"You for choosing Raven This is {first_name:*****}, and who am I speaking with today?",0,"You choosing Raven This { first_name : * * * * * } , I speaking today ?",You for choosing Raven This is firstname and who am I speaking with today
306,306,742565280001,1,customer,"Uh yes, sir. This is {full_name:*****},",0,"Uh yes , sir . This { full_name : * * * * * } ,",Uh yes sir This is fullname
307,307,742565280001,2,agent,"How are you today, sir?",0,"How today , sir ?",How are you today sir
308,308,742565280001,3,customer,I'm doing great.,0,I 'm great .,Im doing great
309,309,742565280001,4,agent,"Excellent, excellent. How can I help you?",0,"Excellent , excellent . How I help ?",Excellent excellent How can I help you
310,310,742565280001,5,customer,Um.,0,Um .,Um
311,311,742565280001,6,customer,"Well, I haven't been here in my hood for about three or four days. And then I come in and I keep getting the uh check switch status progress.",1,"Well , I n't hood three four days . And I come I keep getting uh check switch status progress .",Well I havent been here in my hood for about three or four days And then I come in and I keep getting the uh check switch status progress
312,312,742565280001,7,customer,058 and it's been doing that for tech for. I've been trying to get on for two hours.,1,058 's tech . I 've trying get two hours .,058 and its been doing that for tech for Ive been trying to get on for two hours
313,313,742565280001,8,customer,just sits there.,1,sits .,just sits there
314,314,742565280001,9,agent,Okay.,0,Okay .,Okay
315,315,742565280001,10,customer,And the.,0,And .,And the
316,316,742565280001,11,agent,"Okay, um I is this connected to like an Raven like Snickers or Twix or.",1,"Okay , um I connected like Raven like Snickers Twix .",Okay um I is this connected to like an Raven like Snickers or Twix or
317,317,742565280001,12,customer,Reese I guess that. Ha is every time familiar.,1,Reese I guess . Ha every time familiar .,Reese I guess that Ha is every time familiar
318,318,742565280001,13,agent,"Um yeah, yeah, Toblerone is a manufacturer. Um is there a is there.",1,"Um yeah , yeah , Toblerone manufacturer . Um .",Um yeah yeah Toblerone is a manufacturer Um is there a is there
319,319,742565280001,14,customer,"Toblerone, yeah.",1,"Toblerone , yeah .",Toblerone yeah
320,320,742565280001,15,agent,Is there a separate name on on the Raven itself.,1,Is separate name Raven .,Is there a separate name on on the Raven itself
321,321,742565280001,16,customer,"altogether Mars package, charged um X two X two.",1,"altogether Mars package , charged um X two X two .",altogether Mars package charged um X two X two
322,322,742565280001,17,agent,"So Toblerone makes a balance, okay, okay, pass away, perfect. Sorry about that. I'm trying to be difficult, sir. I was just certain certain ones have different steps that I just wanted to make sure we went through the right steps, sir.",1,"So Toblerone makes balance , okay , okay , pass away , perfect . Sorry . I 'm trying difficult , sir . I certain certain ones different steps I wanted make sure went right steps , sir .",So Toblerone makes a balance okay okay pass away perfect Sorry about that Im trying to be difficult sir I was just certain certain ones have different steps that I just wanted to make sure we went through the right steps sir
323,323,742565280001,18,customer,I you know I have two receivers and I went in there and unplugged the uh the one in the bedroom just to see if maybe that was an issue too.,1,I know I two receivers I went unplugged uh one bedroom see maybe issue .,I you know I have two receivers and I went in there and unplugged the uh the one in the bedroom just to see if maybe that was an issue too
324,324,742565280001,19,customer,Yes.,0,Yes .,Yes
325,325,742565280001,20,agent,"So the primary um is the one that's uh that you're looking at now, and it's it's giving you the signal loss message, correct? Or it's going to the acquiring signal, and it just never goes past there.",1,"So primary um one 's uh 're looking , 's 's giving signal loss message , correct ? Or 's going acquiring signal , never goes past .",So the primary um is the one thats uh that youre looking at now and its its giving you the signal loss message correct Or its going to the acquiring signal and it just never goes past there
326,326,742565280001,21,customer,"Yeah, it's um I say, the little greenish blue line is probably a quarter of the way and it just sits there.",1,"Yeah , 's um I say , little greenish blue line probably quarter way sits .",Yeah its um I say the little greenish blue line is probably a quarter of the way and it just sits there
327,327,742565280001,22,agent,"Okay, a couple questions. Is this mounted to the top of the RV or is it sitting like on a table?",1,"Okay , couple questions . Is mounted top RV sitting like table ?",Okay a couple questions Is this mounted to the top of the RV or is it sitting like on a table
328,328,742565280001,23,customer,"No, I saw it's on the ground on a P on the uh Peter the three LADE.",1,"No , I saw 's ground P uh Peter three LADE .",No I saw its on the ground on a P on the uh Peter the three LADE
329,329,742565280001,24,agent,"Okay, and like on a tripod?",1,"Okay , like tripod ?",Okay and like on a tripod
330,330,742565280001,25,customer,"Yes, sir.",1,"Yes , sir .",Yes sir
331,331,742565280001,26,agent,"Okay, perfect, and the southwest sky is that nice and clear, no branches no trees anything in the southwest.",1,"Okay , perfect , southwest sky nice clear , branches trees anything southwest .",Okay perfect and the southwest sky is that nice and clear no branches no trees anything in the southwest
332,332,742565280001,27,customer,"Now I Ha. It's been working before, and like I said, I went home for a few days and came back, and uh this is not working now.",1,"Now I Ha . It 's working , like I said , I went home days came back , uh not working .",Now I Ha Its been working before and like I said I went home for a few days and came back and uh this is not working now
333,333,742565280001,28,customer,"Okay, now we.",0,"Okay , .",Okay now we
334,334,742565280001,29,agent,"Alright, I'll tell you what, sir, let let's do this. Is it possible. And I know it sounds a little silly. Is it possible to move it about a foot.",1,"Alright , I 'll tell , sir , let let 's . Is possible . And I know sounds little silly . Is possible move foot .",Alright Ill tell you what sir let lets do this Is it possible And I know it sounds a little silly Is it possible to move it about a foot
335,335,742565280001,30,agent,long as it doesn't matter which direction as long as you still have a clear line of sight?,1,long n't matter direction long still clear line sight ?,long as it doesnt matter which direction as long as you still have a clear line of sight
336,336,742565280001,31,customer,I.,0,I .,I
337,337,742565280001,32,customer,It's spinning.,0,It 's spinning .,Its spinning
338,338,742565280001,33,customer,I.,0,I .,I
339,339,742565280001,34,customer,Alright.,0,Alright .,Alright
340,340,742565280001,35,agent,"Alright, um now that you moved it a foot. Well, head back to that Hershey and will reboot that.",1,"Alright , um moved foot . Well , head back Hershey reboot .",Alright um now that you moved it a foot Well head back to that Hershey and will reboot that
341,341,742565280001,36,agent,Uh let it go through that that setup again here.,1,Uh let go setup .,Uh let it go through that that setup again here
342,342,742565280001,37,agent,I visit ever take you to the screen that I ask you what state you're in. And to run a scan.,1,I visit ever take screen I ask state 're . And run scan .,I visit ever take you to the screen that I ask you what state youre in And to run a scan
343,343,742565280001,38,customer,"So no, so it says should take no more than five minutes to complete. Acquiring signal, the different thing came.",1,"So , says take five minutes complete . Acquiring signal , different thing came .",So no so it says should take no more than five minutes to complete Acquiring signal the different thing came
344,344,742565280001,39,agent,"Okay, um we're gonna press and hold the power button on the front of Hershey for about five seconds until the screen goes blank.",1,"Okay , um 're gon na press hold power button front Hershey five seconds screen goes blank .",Okay um were gonna press and hold the power button on the front of Hershey for about five seconds until the screen goes blank
345,345,742565280001,40,customer,uhhuh.,0,uhhuh .,uhhuh
346,346,742565280001,41,agent,"Alright, you can let go. After that, and it should show. Hershey starting up here in just a moment.",1,"Alright , let go . After , show . Hershey starting moment .",Alright you can let go After that and it should show Hershey starting up here in just a moment
347,347,742565280001,42,customer,It is.,0,It .,It is
348,348,742565280001,43,agent,Perfect.,0,Perfect .,Perfect
349,349,742565280001,44,agent,"Okay, so just a moment here.",0,"Okay , moment .",Okay so just a moment here
350,350,742565280001,45,customer,A.,0,A .,A
351,351,742565280001,46,agent,And while we're waiting here the um the port on the uh X. Two on the Peanutbutter where the coax cable goes into is that facing north.,1,And 're waiting um port uh X . Two Peanutbutter coax cable goes facing north .,And while were waiting here the um the port on the uh X Two on the Peanutbutter where the coax cable goes into is that facing north
352,352,742565280001,47,customer,"I picked it up moved it, okay?",1,"I picked moved , okay ?",I picked it up moved it okay
353,353,742565280001,48,agent,"as long as it's pretty North. It doesn't matter. I mean, um it doesn't have to be exactly North. But as long as it's not facing south.",1,"long 's pretty North . It n't matter . I mean , um n't exactly North . But long 's not facing south .",as long as its pretty North It doesnt matter I mean um it doesnt have to be exactly North But as long as its not facing south
354,354,742565280001,49,customer,"No, it's facing kind of North I guess a little bit.",1,"No , 's facing kind North I guess little bit .",No its facing kind of North I guess a little bit
355,355,742565280001,50,agent,"should be that should be fine. You don't have to move it again, sir?",1,"fine . You n't move , sir ?",should be that should be fine You dont have to move it again sir
356,356,742565280001,51,customer,Okay.,0,Okay .,Okay
357,357,742565280001,52,agent,I appreciate that.,0,I appreciate .,I appreciate that
358,358,742565280001,53,customer,Yes.,0,Yes .,Yes
